id,p1,p2,winner,score,turns,time
216281105,0,0,2,25,119,2235593
216281105,0,0,2,25,98,1426547
216281105,0,0,2,25,99,1397498
216281105,0,0,1,25,103,1590474
216281105,0,0,1,26,102,1607310
216281105,0,0,1,25,117,1923355
216281105,0,0,1,25,127,2089704
216281105,0,0,2,29,98,1688857
216281105,0,0,2,31,62,1008490
216281105,0,0,1,28,106,1608351
216281105,0,0,2,30,105,1465595
216281105,0,0,1,27,71,1022920
216281105,0,0,1,33,85,1820352
216281105,0,0,2,27,103,1839180
216281104,0,0,2,25,107,2066435
216281104,0,0,1,30,60,1439420
216281104,0,0,2,28,109,1842154
216281104,0,0,2,25,110,1821948
216281104,0,0,1,25,115,1832695
216281104,0,0,2,25,118,1908421
216281104,0,0,2,33,52,1089885
216281104,0,0,1,28,58,1073540
216281104,0,0,2,28,78,1337721
216281104,0,0,1,31,77,1133405
216281104,0,0,2,29,62,1240858
216281104,0,0,1,25,102,1616065
216281104,0,0,2,25,126,2449669
216281104,0,0,1,25,76,1433779
216281104,0,0,2,25,97,1908053
216281103,0,0,1,31,83,1372537
216281103,0,0,2,37,34,1563111
216281103,0,0,2,27,77,1442095
216281103,0,0,1,25,93,1562029
216281103,0,0,1,33,48,959882
216281103,0,0,1,25,66,1154732
216281103,0,0,2,29,99,1960728
216281103,0,0,2,26,134,2262656
216281103,0,0,1,39,21,669783
216281103,0,0,2,25,72,1281317
216281103,0,0,1,25,75,1394812
216281103,0,0,1,26,66,1148978
216281103,0,0,1,25,81,1410528
216281103,0,0,1,27,63,1192713
216281103,0,0,2,32,72,1235016
216281102,0,0,1,26,73,1241494
216281102,0,0,2,25,83,1416613
216281102,0,0,1,25,84,1333738
216281102,0,0,1,29,85,1634134
216281102,0,0,1,25,84,1416420
216281102,0,0,2,31,74,1563380
216281102,0,0,1,25,123,2403254
216281102,0,0,2,26,100,1672469
216281102,0,0,1,37,34,696788
216281102,0,0,1,28,61,1463427
216281102,0,0,1,26,129,2025146
216281102,0,0,1,25,118,1800686
216281102,0,0,1,25,126,2057009
216281102,0,0,2,30,54,1079258
216281102,0,0,1,28,142,2723259
216281102,0,0,1,28,118,1841994
216281101,0,0,2,26,124,2092010
216281101,0,0,1,28,89,1690950
216281101,0,0,1,31,68,1309312
216281101,0,0,2,30,85,1833715
216281101,0,0,2,25,81,1741344
216281101,0,0,2,28,118,2135309
216281101,0,0,2,26,117,2282229
216281101,0,0,2,33,51,1074820
216281101,0,0,2,26,119,2193155
216281101,0,0,2,34,57,1099468
216281101,0,0,1,26,169,2923838
216281101,0,0,2,25,117,2100680
216281101,0,0,2,26,92,1551009
216281101,0,0,2,29,145,2514980
216281101,0,0,1,28,62,1869606
216281100,0,0,2,25,69,1436555
216281100,0,0,2,25,134,2466549
216281100,0,0,2,25,105,1877785
216281100,0,0,2,31,56,1161885
216281100,0,0,2,29,83,1607909
216281100,0,0,1,28,62,1167903
216281100,0,0,1,28,125,2357108
216281100,0,0,1,28,72,1322774
216281100,0,0,1,25,80,1438404
216281100,0,0,1,25,94,1626961
216281100,0,0,2,25,97,1536903
216281100,0,0,2,32,81,1360164
216281100,0,0,1,25,137,2329209
216281100,0,0,1,25,108,1960446
216281100,0,0,2,29,50,930153
216281100,0,0,1,29,98,1543848
216281100,0,0,1,25,104,2117172
216281099,0,0,2,30,48,1080038
216281099,0,0,1,25,83,1530898
216281099,0,0,2,30,96,1725585
216281099,0,0,1,25,108,2013734
216281099,0,0,1,25,92,1874137
216281099,0,0,2,25,111,2135057
216281099,0,0,2,31,100,1916544
216281099,0,0,2,31,48,987177
216281099,0,0,2,25,104,1936135
216281099,0,0,2,25,68,1359094
216281099,0,0,1,25,100,1947690
216281099,0,0,2,27,100,1875496
216281099,0,0,1,25,103,1881334
216281099,0,0,1,27,129,2229018
216281099,0,0,1,25,85,1480906
216281099,0,0,2,33,39,860188
216281099,0,0,2,25,96,1598671
216281098,0,0,1,31,99,1614464
216281098,0,0,1,28,105,1804207
216281098,0,0,2,27,110,2228002
216281098,0,0,1,39,15,907071
216281098,0,0,2,31,70,1490975
216281098,0,0,1,25,89,1781255
216281098,0,0,2,25,97,2040002
216281098,0,0,1,26,58,1210877
216281098,0,0,1,25,116,2356879
216281098,0,0,2,25,98,1694383
216281098,0,0,2,28,87,1753095
216281098,0,0,1,33,42,977131
216281098,0,0,2,25,80,1613432
216281098,0,0,2,34,69,1351468
216281098,0,0,1,26,95,1783324
216281098,0,0,1,25,122,2055702
216281097,0,0,2,25,83,1511629
216281097,0,0,2,27,69,1306466
216281097,0,0,1,25,78,1577880
216281097,0,0,1,25,103,1887910
216281097,0,0,2,25,60,1360171
216281097,0,0,2,26,94,1868205
216281097,0,0,1,25,116,2110398
216281097,0,0,1,25,88,1622063
216281097,0,0,1,35,56,1212535
216281097,0,0,1,29,87,1824494
216281097,0,0,1,27,65,1301187
216281097,0,0,1,25,95,1658543
216281097,0,0,2,25,117,2132280
216281097,0,0,1,28,121,2436357
216281097,0,0,2,27,120,2227904
216281097,0,0,2,33,86,1562759
216281096,0,0,1,26,83,1487689
216281096,0,0,1,32,47,955692
216281096,0,0,1,28,97,1869001
216281096,0,0,1,25,101,1918476
216281096,0,0,1,27,97,1971191
216281096,0,0,2,25,96,1964029
216281096,0,0,2,25,147,2722113
216281096,0,0,2,27,94,1823898
216281096,0,0,2,25,111,2079824
216281096,0,0,1,25,96,1895407
216281096,0,0,2,29,101,1930508
216281096,0,0,2,25,127,2197902
216281096,0,0,2,36,38,917366
216281096,0,0,2,31,88,1686218
216281096,0,0,1,26,84,1484879
216281096,0,0,1,32,41,970343
216281096,0,0,2,27,75,1541484
216281095,0,0,1,28,112,2094878
216281095,0,0,1,25,106,1832572
216281095,0,0,1,25,105,1869226
216281095,0,0,1,31,75,1318395
216281095,0,0,2,26,143,2262020
216281095,0,0,2,28,71,1192049
216281095,0,0,1,28,58,1074022
216281095,0,0,2,31,98,1610547
216281095,0,0,1,25,122,1860887
216281095,0,0,1,28,84,1495613
216281095,0,0,2,25,75,1324789
216281095,0,0,1,29,98,1713994
216281095,0,0,2,30,109,1738068
216281095,0,0,1,30,75,1248892
216281095,0,0,1,27,59,1348019
216281095,0,0,1,25,68,1539973
216281095,0,0,1,30,51,1119214
216281094,0,0,1,25,104,1905924
216281094,0,0,1,25,85,1761100
216281094,0,0,1,25,116,2336046
216281094,0,0,1,29,94,1899481
216281094,0,0,2,28,71,1555658
216281094,0,0,2,30,134,2468840
216281094,0,0,1,29,70,1486345
216281094,0,0,2,25,97,1874276
216281094,0,0,1,33,61,1250722
216281094,0,0,1,29,82,1607401
216281094,0,0,1,25,91,1715306
216281094,0,0,2,25,75,1496341
216281094,0,0,2,25,85,1425324
216281094,0,0,1,32,80,1501991
216281094,0,0,1,26,113,1867351
216281094,0,0,1,26,110,1972290
216281094,0,0,2,25,93,1668042
216281093,0,0,2,25,111,1896584
216281093,0,0,2,25,116,1869031
216281093,0,0,1,25,68,1227881
216281093,0,0,2,25,73,1386249
216281093,0,0,2,25,100,1717394
216281093,0,0,2,30,94,1627816
216281093,0,0,2,27,134,2342638
216281093,0,0,2,25,94,1622015
216281093,0,0,2,30,115,1774636
216281093,0,0,2,25,98,1717716
216281093,0,0,2,25,102,1742963
216281093,0,0,2,26,145,2733077
216281093,0,0,1,32,36,880928
216281093,0,0,1,25,94,1881179
216281093,0,0,1,27,60,1229653
216281093,0,0,2,25,110,2169930
216281093,0,0,1,31,109,1953384
216281092,0,0,2,25,120,2374711
216281092,0,0,1,25,97,1762263
216281092,0,0,1,26,94,1764249
216281092,0,0,2,31,68,1301157
216281092,0,0,2,25,81,1616617
216281092,0,0,1,25,104,1815188
216281092,0,0,2,33,60,1137099
216281092,0,0,1,26,171,3066500
216281092,0,0,1,25,85,1595479
216281092,0,0,1,25,101,1847188
216281092,0,0,2,25,88,1757619
216281092,0,0,1,27,73,1544746
216281092,0,0,2,25,78,1496846
216281092,0,0,2,25,141,2645301
216281092,0,0,1,32,50,1119092
216281092,0,0,1,25,92,1769138
216281092,0,0,1,25,110,2315926
216281092,0,0,1,25,131,2274029
216281091,0,0,1,25,79,1488598
216281091,0,0,1,27,110,2181320
216281091,0,0,1,25,50,1134552
216281091,0,0,2,32,98,1970736
216281091,0,0,2,32,63,1336907
216281091,0,0,2,36,35,811371
216281091,0,0,2,25,135,2557913
216281091,0,0,1,31,90,1612243
216281091,0,0,1,25,78,1440547
216281091,0,0,1,29,57,1239569
216281091,0,0,2,32,67,1339396
216281091,0,0,2,25,87,1792781
216281091,0,0,1,25,102,1845939
216281091,0,0,2,28,76,1423179
216281091,0,0,2,27,104,1786976
216281091,0,0,1,28,159,2646995
216281091,0,0,2,31,71,1302752
216281091,0,0,2,31,84,1548411
216281090,0,0,2,33,49,980341
216281090,0,0,2,25,88,1677544
216281090,0,0,1,25,62,1153163
216281090,0,0,2,33,88,1710767
216281090,0,0,2,30,95,1867335
216281090,0,0,2,25,106,2155581
216281090,0,0,2,31,54,1191047
216281090,0,0,1,31,59,1251988
216281090,0,0,1,27,67,1359849
216281090,0,0,1,25,94,1784617
216281090,0,0,1,25,85,1589493
216281090,0,0,2,28,59,1249736
216281090,0,0,2,25,66,1427569
216281090,0,0,1,26,101,1859604
216281090,0,0,2,25,118,2173779
216281090,0,0,1,26,73,1421801
216281090,0,0,1,25,68,1319851
216281089,0,0,2,25,85,1552011
216281089,0,0,2,25,116,2173442
216281089,0,0,1,25,84,1550688
216281089,0,0,1,25,90,1717795
216281089,0,0,2,25,147,2542776
216281089,0,0,1,27,92,1534548
216281089,0,0,2,25,70,1349969
216281089,0,0,2,25,86,1509180
216281089,0,0,2,25,109,1804786
216281089,0,0,2,28,49,925319
216281089,0,0,2,25,107,1698221
216281089,0,0,1,25,88,1484643
216281089,0,0,2,29,72,1725793
216281089,0,0,2,27,56,1057360
216281089,0,0,1,26,97,1575775
216281089,0,0,1,25,110,1857763
216281089,0,0,2,27,112,1876004
216281089,0,0,2,25,71,1277270
216281088,0,0,1,25,99,1616752
216281088,0,0,1,25,87,1472287
216281088,0,0,2,25,95,1633174
216281088,0,0,2,30,99,2007833
216281088,0,0,2,27,97,1710729
216281088,0,0,1,25,96,1524285
216281088,0,0,2,25,80,1440903
216281088,0,0,2,27,99,1570218
216281088,0,0,2,28,102,1726369
216281088,0,0,2,27,74,1296263
216281088,0,0,2,25,142,2315555
216281088,0,0,1,28,103,1696359
216281088,0,0,2,25,81,1847712
216281088,0,0,1,28,72,1261917
216281088,0,0,2,34,77,1375001
216281088,0,0,2,25,118,2239554
216281088,0,0,1,25,75,1538230
216281088,0,0,2,28,69,1591688
216281151,0,0,2,25,111,2225341
216281151,0,0,1,25,61,1276535
216281151,0,0,2,33,98,1955253
216281151,0,0,2,28,68,1394571
216281151,0,0,1,25,97,1813936
216281151,0,0,2,25,54,1228282
216281151,0,0,2,25,78,1520526
216281151,0,0,1,33,77,1533665
216281151,0,0,2,25,121,2168231
216281151,0,0,1,30,56,1214716
216281151,0,0,1,31,105,2039204
216281151,0,0,1,25,131,2411456
216281151,0,0,2,31,90,1507325
216281151,0,0,2,25,71,1213953
216281151,0,0,1,28,74,1412305
216281151,0,0,1,25,110,2000419
216281151,0,0,2,25,127,2338036
216281151,0,0,1,34,56,1160249
216281151,0,0,2,27,121,2172221
216281150,0,0,2,28,67,1327649
216281150,0,0,1,25,131,2769920
216281150,0,0,2,26,185,3230548
216281150,0,0,1,25,61,1198288
216281150,0,0,2,25,142,2492024
216281150,0,0,2,25,78,1453515
216281150,0,0,2,34,37,841424
216281150,0,0,2,28,110,2205546
216281150,0,0,1,25,86,1639579
216281150,0,0,2,31,75,1265676
216281150,0,0,1,27,73,1462073
216281150,0,0,2,27,96,1694359
216281150,0,0,2,30,124,2036961
216281150,0,0,1,26,108,1916842
216281150,0,0,1,28,59,1182510
216281150,0,0,2,30,77,1469365
216281150,0,0,2,26,80,1570720
216281149,0,0,2,29,95,1694406
216281149,0,0,1,25,77,1400583
216281149,0,0,2,31,101,1786463
216281149,0,0,1,34,93,1801965
216281149,0,0,2,25,94,1717863
216281149,0,0,2,25,97,1859830
216281149,0,0,2,25,86,1600337
216281149,0,0,1,25,83,1528420
216281149,0,0,2,32,73,1402036
216281149,0,0,2,25,111,2107121
216281149,0,0,2,26,98,1731029
216281149,0,0,1,25,69,1452486
216281149,0,0,1,25,94,1606568
216281149,0,0,2,25,68,1238412
216281149,0,0,2,25,63,1101635
216281149,0,0,1,25,70,1225331
216281149,0,0,2,25,97,1846406
216281148,0,0,1,25,112,1981741
216281148,0,0,2,25,73,1383347
216281148,0,0,2,32,59,1188930
216281148,0,0,2,25,126,2152381
216281148,0,0,2,25,86,1529163
216281148,0,0,1,30,66,1279339
216281148,0,0,2,25,102,1823234
216281148,0,0,2,28,76,1427643
216281148,0,0,2,25,58,1140141
216281148,0,0,1,34,80,1386202
216281148,0,0,1,31,54,1139662
216281148,0,0,1,25,81,1508953
216281148,0,0,2,29,53,1108155
216281148,0,0,1,26,104,1899719
216281148,0,0,1,25,84,1713570
216281148,0,0,1,25,85,1552943
216281148,0,0,2,25,90,1619125
216281148,0,0,2,28,94,1777464
216281148,0,0,1,25,90,1552117
216281147,0,0,2,26,118,2080075
216281147,0,0,2,31,56,1003883
216281147,0,0,2,34,70,1196224
216281147,0,0,1,25,109,1781110
216281147,0,0,2,25,82,1400057
216281147,0,0,2,25,85,1606525
216281147,0,0,2,27,115,2132432
216281147,0,0,1,30,140,2484038
216281147,0,0,1,25,98,1628039
216281147,0,0,2,31,88,1637710
216281147,0,0,2,25,85,1560721
216281147,0,0,2,25,100,1804927
216281147,0,0,2,25,74,1653498
216281147,0,0,2,33,69,1384181
216281147,0,0,1,37,28,818351
216281147,0,0,1,25,114,2287320
216281147,0,0,2,25,74,1440789
216281147,0,0,2,25,78,1566333
216281146,0,0,2,25,103,1880509
216281146,0,0,2,35,46,1005974
216281146,0,0,1,29,98,1838439
216281146,0,0,1,25,101,1835090
216281146,0,0,2,28,75,1359028
216281146,0,0,2,37,66,1259291
216281146,0,0,1,30,46,1003816
216281146,0,0,2,28,90,1753348
216281146,0,0,2,25,87,1574562
216281146,0,0,2,29,58,1167985
216281146,0,0,1,25,68,1255301
216281146,0,0,2,26,51,1079845
216281146,0,0,1,25,95,1826811
216281146,0,0,1,25,117,2332991
216281146,0,0,1,25,76,1665078
216281146,0,0,2,35,72,1482648
216281146,0,0,2,27,96,1875537
216281145,0,0,1,25,102,1966322
216281145,0,0,1,25,95,1935187
216281145,0,0,1,25,107,1996835
216281145,0,0,2,28,94,1839625
216281145,0,0,1,25,74,1580265
216281145,0,0,2,25,94,1835055
216281145,0,0,2,25,96,1793770
216281145,0,0,1,26,108,2098190
216281145,0,0,2,31,100,1766459
216281145,0,0,1,25,92,2336496
216281145,0,0,1,25,98,1934546
216281145,0,0,2,25,131,2401665
216281145,0,0,1,27,106,1894846
216281145,0,0,2,25,95,1780645
216281145,0,0,1,27,91,1658811
216281145,0,0,1,30,82,1454918
216281145,0,0,1,25,56,1072775
216281145,0,0,2,34,40,937107
216281145,0,0,2,25,106,2205819
216281144,0,0,1,25,88,1740870
216281144,0,0,1,32,48,1118845
216281144,0,0,2,25,86,1539941
216281144,0,0,1,25,88,1678622
216281144,0,0,1,25,76,1408109
216281144,0,0,1,25,62,1318824
216281144,0,0,2,32,37,955380
216281144,0,0,1,29,81,1898626
216281144,0,0,2,28,72,1459705
216281144,0,0,1,25,64,1310680
216281144,0,0,2,28,68,1365385
216281144,0,0,2,26,87,1812994
216281144,0,0,2,25,114,2046725
216281144,0,0,1,30,76,1456973
216281144,0,0,1,25,70,1467659
216281144,0,0,2,25,83,1622386
216281144,0,0,1,28,99,1965997
216281144,0,0,1,31,54,1128767
216281144,0,0,1,25,97,1854730
216281143,0,0,2,33,83,1605350
216281143,0,0,1,25,78,1480199
216281143,0,0,2,25,91,1869843
216281143,0,0,1,25,113,2031531
216281143,0,0,1,27,86,1708211
216281143,0,0,2,25,112,2064629
216281143,0,0,2,33,31,867699
216281143,0,0,1,25,133,2459054
216281143,0,0,1,25,90,1624187
216281143,0,0,1,25,98,1825952
216281143,0,0,1,28,103,1876892
216281143,0,0,1,25,72,1344590
216281143,0,0,2,25,114,2097127
216281143,0,0,2,25,64,1261692
216281143,0,0,1,28,76,1416739
216281143,0,0,1,25,130,2496702
216281143,0,0,1,25,82,1495521
216281143,0,0,2,30,48,1249960
216281142,0,0,1,25,101,1914693
216281142,0,0,1,25,92,1723408
216281142,0,0,1,25,178,3482113
216281142,0,0,2,25,161,2954025
216281142,0,0,2,26,89,1737404
216281142,0,0,2,29,99,2087252
216281142,0,0,1,25,98,2145045
216281142,0,0,2,33,27,1371558
216281142,0,0,2,25,93,1890784
216281142,0,0,2,25,118,2143747
216281142,0,0,1,26,86,1616930
216281142,0,0,1,27,159,2971053
216281142,0,0,1,25,130,2293813
216281142,0,0,2,25,93,1808038
216281142,0,0,1,31,38,936705
216281142,0,0,1,27,77,1443571
216281142,0,0,2,25,108,2152875
216281141,0,0,2,25,64,1267425
216281141,0,0,2,25,88,1508905
216281141,0,0,1,30,66,1313881
216281141,0,0,1,28,121,2191235
216281141,0,0,1,25,94,2143492
216281141,0,0,1,25,109,2168240
216281141,0,0,2,25,83,1454857
216281141,0,0,2,25,64,1322293
216281141,0,0,2,25,130,2201155
216281141,0,0,2,27,79,1377944
216281141,0,0,1,27,70,1589839
216281141,0,0,1,37,20,724385
216281141,0,0,1,25,112,2209087
216281141,0,0,2,25,79,2164584
216281141,0,0,2,28,99,2066781
216281141,0,0,2,25,142,2854961
216281141,0,0,2,30,53,1175155
216281141,0,0,2,25,110,2148509
216281140,0,0,2,29,99,1897783
216281140,0,0,1,31,68,2189973
216281140,0,0,2,25,72,1390161
216281140,0,0,2,25,103,1874414
216281140,0,0,1,25,88,1724896
216281140,0,0,1,25,72,1385641
216281140,0,0,1,25,90,1667780
216281140,0,0,2,25,74,1326870
216281140,0,0,2,25,80,1412108
216281140,0,0,2,26,96,1684385
216281140,0,0,1,36,37,897653
216281140,0,0,2,26,128,2351791
216281140,0,0,2,25,69,1222524
216281140,0,0,2,25,98,1842143
216281140,0,0,1,28,99,1680561
216281140,0,0,2,25,88,1531360
216281140,0,0,1,31,86,1674709
216281139,0,0,1,29,51,986667
216281139,0,0,2,29,116,1922489
216281139,0,0,1,25,71,1216239
216281139,0,0,1,25,119,2058465
216281139,0,0,2,27,147,3179924
216281139,0,0,1,25,130,3201953
216281139,0,0,1,28,62,1783887
216281139,0,0,1,33,52,1623144
216281139,0,0,2,25,125,3232389
216281139,0,0,1,28,61,1739316
216281139,0,0,1,25,116,2962312
216281139,0,0,2,25,86,2286909
216281139,0,0,2,25,110,2654186
216281139,0,0,1,25,120,2159100
216281139,0,0,1,31,62,1245018
216281139,0,0,2,26,99,1807384
216281139,0,0,1,28,119,2230826
216281139,0,0,1,25,151,2844100
216281139,0,0,1,25,87,1695954
216281138,0,0,2,28,136,2430056
216281138,0,0,1,25,71,1314004
216281138,0,0,1,25,101,1816835
216281138,0,0,2,27,91,1614800
216281138,0,0,2,25,69,1209630
216281138,0,0,1,26,107,3513479
216281138,0,0,2,29,95,1911098
216281138,0,0,1,29,85,2280948
216281138,0,0,2,29,93,2463565
216281138,0,0,1,26,98,1871036
216281138,0,0,1,25,96,1667493
216281138,0,0,1,26,134,2151401
216281138,0,0,2,28,82,1450919
216281138,0,0,2,33,73,1264597
216281138,0,0,1,31,94,1498900
216281138,0,0,2,25,108,1707035
216281138,0,0,2,25,72,1157136
216281138,0,0,2,25,108,1711364
216281138,0,0,1,25,82,1628183
216281137,0,0,2,25,112,1818876
216281137,0,0,1,25,110,1828974
216281137,0,0,1,25,92,1515767
216281137,0,0,2,25,54,983265
216281137,0,0,1,25,71,1642171
216281137,0,0,1,29,88,2100784
216281137,0,0,1,25,71,1113419
216281137,0,0,1,27,114,2140685
216281137,0,0,1,25,104,1862601
216281137,0,0,2,26,89,1540570
216281137,0,0,1,25,120,1936920
216281137,0,0,2,26,88,1507795
216281137,0,0,2,25,95,1390619
216281137,0,0,2,28,114,1995948
216281137,0,0,2,25,98,1570208
216281137,0,0,2,27,60,1322508
216281137,0,0,2,30,105,2007282
216281137,0,0,2,25,108,2182972
216281136,0,0,1,40,14,730507
216281136,0,0,1,29,100,1907574
216281136,0,0,2,25,129,2417064
216281136,0,0,1,31,85,1620621
216281136,0,0,2,25,145,2612157
216281136,0,0,1,25,114,2154868
216281136,0,0,2,33,61,1329332
216281136,0,0,2,31,93,1631673
216281136,0,0,2,30,104,1868697
216281136,0,0,1,28,77,1454269
216281136,0,0,2,27,64,1141097
216281136,0,0,1,32,88,1538164
216281136,0,0,1,26,152,2483321
216281136,0,0,2,29,100,1750646
216281136,0,0,1,25,133,2228539
216281136,0,0,1,25,80,1421033
216281136,0,0,2,25,68,1236105
216281136,0,0,2,29,101,1781607
216281135,0,0,1,27,91,1846549
216281135,0,0,1,25,122,2183724
216281135,0,0,1,31,72,1297111
216281135,0,0,2,30,108,1810467
216281135,0,0,2,33,99,1628104
216281135,0,0,2,30,90,1729657
216281135,0,0,2,25,83,1533603
216281135,0,0,1,25,139,2188440
216281135,0,0,2,28,117,2101380
216281135,0,0,2,25,151,2854522
216281135,0,0,2,27,110,2249839
216281135,0,0,2,26,74,1526517
216281135,0,0,2,25,110,2191522
216281135,0,0,2,25,113,2198506
216281135,0,0,2,25,90,2038668
216281135,0,0,1,25,76,1587255
216281135,0,0,2,25,81,1533001
216281135,0,0,2,25,78,1621556
216281135,0,0,2,30,43,960476
216281134,0,0,2,25,122,2777037
216281134,0,0,2,26,81,1617327
216281134,0,0,2,31,53,1032108
216281134,0,0,2,25,136,2458154
216281134,0,0,1,25,118,2214776
216281134,0,0,2,25,83,1622618
216281134,0,0,2,28,91,1588323
216281134,0,0,1,29,61,1165351
216281134,0,0,2,25,102,1877707
216281134,0,0,2,26,125,2424612
216281134,0,0,2,32,93,1603435
216281134,0,0,2,25,90,1767054
216281134,0,0,2,25,99,1831005
216281134,0,0,2,25,83,1475920
216281134,0,0,2,34,76,1824835
216281134,0,0,2,35,37,825527
216281134,0,0,2,28,99,1749787
216281134,0,0,1,25,87,1652016
216281134,0,0,2,25,105,2095634
216281133,0,0,2,25,76,1961237
216281133,0,0,2,25,91,1738396
216281133,0,0,2,25,124,2577549
216281133,0,0,2,25,108,2625339
216281133,0,0,1,27,100,1923631
216281133,0,0,2,25,111,2178697
216281133,0,0,2,28,96,1763223
216281133,0,0,2,28,80,1677457
216281133,0,0,2,32,42,1632193
216281133,0,0,1,25,71,1417928
216281133,0,0,2,25,62,1154254
216281133,0,0,2,28,61,1305908
216281133,0,0,1,25,60,1208657
216281133,0,0,2,30,91,1831600
216281133,0,0,1,25,96,1828248
216281133,0,0,1,25,117,2111922
216281133,0,0,1,27,183,3632317
216281133,0,0,2,26,134,2736438
216281133,0,0,1,25,103,1882968
216281132,0,0,2,25,134,2479336
216281132,0,0,1,27,109,2078994
216281132,0,0,1,25,94,1874715
216281132,0,0,1,25,126,2471169
216281132,0,0,1,37,57,1274291
216281132,0,0,2,25,101,2248745
216281132,0,0,1,25,142,2580160
216281132,0,0,2,37,48,950613
216281132,0,0,1,25,125,2209055
216281132,0,0,1,25,95,1688241
216281132,0,0,1,26,86,1627855
216281132,0,0,1,30,37,837127
216281132,0,0,2,29,48,1022671
216281132,0,0,2,25,118,1825023
216281132,0,0,2,25,74,1126667
216281132,0,0,2,28,121,1892903
216281132,0,0,2,32,53,897469
216281132,0,0,2,26,106,1787169
216281132,0,0,2,25,108,1703574
216281132,0,0,1,25,92,1467144
216281131,0,0,2,25,152,2740803
216281131,0,0,1,25,117,1856534
216281131,0,0,2,33,72,1140506
216281131,0,0,2,25,109,1865415
216281131,0,0,2,30,55,958990
216281131,0,0,1,35,65,1311924
216281131,0,0,2,29,143,2490001
216281131,0,0,2,25,150,2510077
216281131,0,0,1,26,81,1367297
216281131,0,0,1,25,115,2155629
216281131,0,0,1,25,111,2041958
216281131,0,0,2,25,94,1832209
216281131,0,0,2,28,104,1945790
216281131,0,0,2,25,91,2547452
216281131,0,0,1,28,98,2681863
216281131,0,0,2,25,111,2027075
216281131,0,0,2,30,100,1783420
216281131,0,0,1,25,114,1910856
216281131,0,0,1,25,88,1578236
216281130,0,0,2,29,62,1184088
216281130,0,0,1,25,84,1515442
216281130,0,0,2,25,81,1508117
216281130,0,0,1,25,74,1367535
216281130,0,0,1,25,158,2833100
216281130,0,0,2,25,90,1674112
216281130,0,0,1,25,72,1517014
216281130,0,0,2,26,130,2355506
216281130,0,0,2,25,94,1808592
216281130,0,0,2,25,112,1984252
216281130,0,0,2,39,22,701387
216281130,0,0,2,32,103,1855096
216281130,0,0,1,25,72,1417474
216281130,0,0,1,25,89,1680442
216281130,0,0,2,25,97,1649575
216281130,0,0,2,25,95,1526744
216281130,0,0,1,33,51,1072533
216281130,0,0,2,29,90,1724572
216281130,0,0,1,25,68,1554403
216281129,0,0,2,27,66,1382727
216281129,0,0,1,29,83,1549117
216281129,0,0,2,25,86,1642759
216281129,0,0,2,25,88,1772168
216281129,0,0,2,25,90,1829938
216281129,0,0,1,26,119,2156404
216281129,0,0,1,25,90,1637139
216281129,0,0,1,29,85,1531204
216281129,0,0,2,29,57,1105190
216281129,0,0,1,31,74,2097120
216281129,0,0,2,25,108,1924045
216281129,0,0,1,26,122,1956335
216281129,0,0,1,31,114,2034445
216281129,0,0,2,25,165,2886272
216281129,0,0,2,31,52,1134133
216281129,0,0,1,31,50,1036371
216281129,0,0,2,27,76,1574284
216281129,0,0,2,28,77,1478517
216281129,0,0,2,28,83,1536213
216281129,0,0,1,25,106,1850017
216281129,0,0,2,29,116,1912266
216281129,0,0,2,32,91,1518271
216281129,0,0,1,37,22,659165
216281129,0,0,1,25,94,1628256
216281128,0,0,2,27,55,1136202
216281128,0,0,2,25,89,1539167
216281128,0,0,1,29,110,1762670
216281128,0,0,2,29,98,1600949
216281128,0,0,1,32,74,1307072
216281128,0,0,1,25,66,1714048
216281128,0,0,2,27,112,1993503
216281128,0,0,2,30,108,1999675
216281128,0,0,2,29,86,1540457
216281128,0,0,1,25,92,1973387
216281128,0,0,1,25,106,1928918
216281128,0,0,1,25,101,1615455
216281128,0,0,2,25,113,1846669
216281128,0,0,2,31,117,1912757
216281128,0,0,1,25,87,1482898
216281128,0,0,2,26,78,1295263
216281128,0,0,2,25,90,1453397
216281128,0,0,2,32,89,1398062
216281128,0,0,1,30,91,1501182
216281128,0,0,2,25,129,1975008
216281128,0,0,2,25,119,2160185
216281128,0,0,1,25,77,1399798
216281128,0,0,2,28,92,1621206
216281128,0,0,2,30,50,902636
216281128,0,0,1,25,88,1460311
216281128,0,0,1,25,62,1068034
216281128,0,0,2,31,91,1619068
216281128,0,0,2,25,92,1468010
216281128,0,0,1,25,85,1376943
216281128,0,0,1,25,97,1803746
216281128,0,0,1,25,82,1340843
216281128,0,0,2,35,39,840226
216281128,0,0,1,25,118,1938505
216281127,0,0,1,25,93,1708824
216281127,0,0,2,28,102,1615161
216281127,0,0,2,30,120,2044431
216281127,0,0,1,25,64,1039428
216281127,0,0,1,26,98,1596397
216281127,0,0,1,29,106,1921525
216281127,0,0,1,25,97,1623849
216281127,0,0,2,26,105,2314240
216281127,0,0,1,29,120,2863212
216281127,0,0,2,31,64,1297001
216281127,0,0,1,25,81,1614350
216281127,0,0,2,25,64,1497906
216281127,0,0,2,25,84,1697138
216281127,0,0,2,25,100,1923510
216281127,0,0,2,31,41,870491
216281127,0,0,1,25,147,2467150
216281127,0,0,2,30,75,1404625
216281127,0,0,2,29,117,1959751
216281127,0,0,2,32,94,1526896
